hour_of_year,load_kw
8134,15.354
8135,16.646
8136,16.446
8137,16.103
8138,17.256
8139,17.177
8140,16.498
8141,16.802
8142,29.603
8143,37.022
8144,47.902
8145,59.249
8146,58.338
8147,55.532
8148,57.08
8149,54.746
8150,51.777
8151,47.934
8152,39.799
8153,32.769
8154,30.665
8155,27.927
8156,15.168
8157,16.393
8158,16.039
8159,16.194
8160,16.654
8161,16.465
8162,16.514
8163,16.274
8164,16.008
8165,16.489
8166,28.643
8167,37.787
8168,51.86
8169,61.5
8170,61.975
8171,56.514
8172,53.986
8173,55.025
8174,51.951
8175,48.29
8176,39.286
8177,34.346
8178,30.013
8179,28.539
8180,14.887
8181,15.615
8182,15.572
8183,16.611
8184,16.523
8185,16.827
8186,16.457
8187,16.239
8188,16.686
8189,17.261
8190,16.593
8191,17.395
8192,15.612
8193,16.292
8194,33.676
8195,31.279
8196,28.799
8197,29.713
8198,28.013
8199,27.565
8200,13.871
8201,13.926
8202,14.019
8203,14.847
8204,14.819
8205,16.139
8206,16.811
8207,15.994
8208,16.289
8209,17.037
8210,16.123
8211,16.413
8212,16.719
8213,17.07
8214,17.142
8215,16.594
8216,16.878
8217,16.791
8218,35.284
8219,32.347
8220,30.811
8221,29.531
8222,27.797
8223,27.215
8224,12.984
8225,14.517
8226,14.939
8227,13.991
8228,15.437
8229,15.85
8230,16.229
8231,16.912
8232,16.611
8233,17.757
8234,17.031
8235,16.325
8236,16.201
8237,17.227
8238,29.403
8239,38.647
8240,48.603
8241,58.084
8242,60.191
8243,55.608
8244,52.319
8245,53.518
8246,52.263
8247,47.852
8248,38.551
8249,32.804
8250,28.998
8251,28.989
8252,14.705
8253,15.603
8254,16.898
8255,16.512
8256,16.809
8257,17.072
8258,16.893
8259,16.41
8260,16.219
8261,17.191
8262,29.739
8263,38.16
8264,47.996
8265,57.912
8266,55.9
8267,57.64
8268,56.96
8269,53.383
8270,52.201
8271,48.125
8272,40.024
8273,35.289
8274,30.733
8275,28.437
8276,14.884
8277,15.723
8278,16.236
8279,16.169
8280,16.475
8281,16.837
8282,16.207
8283,16.105
8284,16.588
8285,16.487
8286,28.326
8287,40.013
8288,49.846
8289,61.01
8290,57.832
8291,57.765
8292,57.212
8293,55.008
8294,54.856
8295,48.82
8296,39.734
8297,33.989
8298,30.464
8299,28.792
8300,15.528
8301,15.755
8302,16.224
8303,17.144
8304,16.591
8305,16.311
8306,17.048
8307,15.765
8308,17.12
8309,17.005
8310,29.6
8311,39.967
8312,47.936
8313,58.422
8314,56.399
8315,55.195
8316,56.128
8317,53.714
8318,51.797
8319,49.754
8320,40.142
8321,33.036
8322,29.971
8323,29.375
8324,15.524
8325,15.713
8326,16.574
8327,16.411
8328,17.402
8329,17.198
8330,16.504
8331,16.736
8332,17.037
8333,17.055
8334,30.346
8335,39.523
8336,48.841
8337,55.677
8338,60.639
8339,56.472
8340,55.85
8341,54.235
8342,54.725
8343,48.111
8344,39.053
8345,34.828
8346,30.618
8347,29.404
8348,15.099
8349,15.826
8350,16.68
8351,16.229
8352,16.009
8353,16.31
8354,16.387
8355,17.395
8356,17.723
8357,16.566
8358,16.692
8359,16.52
8360,16.552
8361,16.796
8362,34.193
8363,32.072
8364,30.83
8365,29.229
8366,28.201
8367,27.848
8368,14.161
8369,14.172
8370,14.054
8371,14.976
8372,15.139
8373,16.068
8374,16.234
8375,17.403
8376,17.235
8377,16.956
8378,17.253
8379,16.384
8380,17.378
8381,16.143
8382,16.686
8383,16.398
8384,15.859
8385,16.113
8386,33.535
8387,32.751
8388,30.629
8389,30.373
8390,28.492
8391,27.479
8392,14.393
8393,14.424
8394,14.153
8395,14.031
8396,14.704
8397,15.49
8398,16.342
8399,17.152
8400,16.683
8401,16.774
8402,16.833
8403,16.162
8404,17.122
8405,17.286
8406,29.988
8407,40.361
8408,48.119
8409,57.998
8410,60.503
8411,56.709
8412,54.66
8413,56.692
8414,53.117
8415,47.649
8416,40.212
8417,31.796
8418,30.88
8419,29.265
8420,14.646
8421,15.429
8422,17.069
8423,17.055
8424,16.515
8425,16.584
8426,16.82
8427,17.245
8428,16.976
8429,16.888
8430,29.449
8431,40.357
8432,49.127
8433,56.395
8434,57.931
8435,59.518
8436,52.989
8437,52.836
8438,54.053
8439,48.459
8440,39.083
8441,30.653
8442,29.844
8443,29.146
8444,14.738
8445,15.243
8446,16.627
8447,17.237
8448,16.287
8449,16.508
8450,16.021
8451,16.653
8452,16.342
8453,16.582
8454,27.788
8455,39.748
8456,46.188
8457,56.031
8458,58.147
8459,54.078
8460,53.269
8461,52.992
8462,50.871
8463,47.767
8464,40.118
8465,35.026
8466,30.748
8467,26.57
8468,15.036
8469,15.354
8470,16.497
8471,16.51
8472,16.799
8473,16.924
8474,16.491
8475,15.964
8476,16.48
8477,16.912
8478,30.021
8479,38.676
8480,49.229
8481,57.846
8482,56.608
8483,57.199
8484,56.669
8485,56.05
8486,52.542
8487,48.776
8488,39.984
8489,32.462
8490,30.333
8491,27.649
8492,15.142
8493,15.431
8494,16.07
8495,16.627
8496,16.687
8497,16.859
8498,16.483
8499,16.536
8500,16.806
8501,16.478
8502,29.615
8503,38.298
8504,48.359
8505,59.181
8506,59.686
8507,58.116
8508,57.193
8509,54.476
8510,54.645
8511,48.234
8512,41.237
8513,34.23
8514,31.345
8515,28.901
8516,15.372
8517,15.817
8518,16.106
8519,16.384
8520,17.006
8521,16.12
8522,17.304
8523,16.739
8524,16.909
8525,17.057
8526,16.758
8527,16.619
8528,15.758
8529,16.801
8530,34.381
8531,31.17
8532,31.063
8533,29.6
8534,29.474
8535,26.93
8536,13.727
8537,13.933
8538,13.933
8539,14.689
8540,14.338
8541,14.803
8542,16.301
8543,16.881
8544,16.309
8545,16.807
8546,16.78
8547,16.893
8548,16.685
8549,15.942
8550,16.653
8551,16.706
8552,17.278
8553,16.029
8554,35.847
8555,32.289
8556,30.093
8557,29.467
8558,29.53
8559,28.166
8560,13.658
8561,14.243
8562,14.589
8563,14.623
8564,15.761
8565,16.521
8566,15.324
8567,16.666
8568,17.425
8569,16.861
8570,17.271
8571,16.891
8572,16.051
8573,16.39
8574,16.649
8575,17.209
8576,16.627
8577,33.262
8578,32.368
8579,31.411
8580,29.976
8581,30.225
8582,27.538
8583,26.199
8584,14.136
8585,14.097
8586,14.303
8587,14.36
8588,15.294
8589,15.502
8590,16.092
8591,16.408
8592,17.061
8593,16.056
8594,16.616
8595,16.543
8596,16.964
8597,16.579
8598,17.033
8599,16.335
8600,16.833
8601,33.897
8602,32.881
8603,32.487
8604,30.218
8605,28.775
8606,28.393
8607,27.298
8608,13.833
8609,14.341
8610,15.036
8611,14.417
8612,15.359
8613,15.746
8614,16.35
8615,15.868
8616,16.388
8617,16.319
8618,17.251
8619,16.187
8620,17.206
8621,16.258
8622,16.581
8623,16.485
8624,16.422
8625,32.353
8626,33.952
8627,32.142
8628,30.72
8629,29.275
8630,28.264
8631,27.876
8632,13.654
8633,14.202
8634,14.758
8635,14.749
8636,15.049
8637,15.348
8638,16.204
8639,16.459
8640,15.41
8641,16.851
8642,17.288
8643,16.915
8644,16.727
8645,16.351
8646,16.554
8647,17.238
8648,16.084
8649,35.572
8650,31.579
8651,31.937
8652,29.323
8653,28.264
8654,26.147
8655,27.678
8656,14.07
8657,14.378
8658,14.064
8659,15.11
8660,15.186
8661,15.625
8662,16.109
8663,17.169
8664,16.805
8665,16.83
8666,16.037
8667,16.629
8668,16.235
8669,16.318
8670,15.882
8671,16.9
8672,16.609
8673,33.669
8674,32.003
8675,31.409
8676,29.08
8677,28.523
8678,28.07
8679,27.29
8680,14.126
8681,13.765
8682,13.549
8683,14.723
8684,14.713
8685,15.567
8686,15.831
8687,16.556
8688,16.931
8689,16.516
8690,16.144
8691,16.714
8692,16.765
8693,16.662
8694,16.77
8695,17.169
8696,17.346
8697,16.95
8698,33.607
8699,32.65
8700,29.843
8701,29.686
8702,30.064
8703,28.093
8704,13.916
8705,13.728
8706,14.638
8707,14.517
8708,15.231
8709,15.556
8710,15.817
8711,16.579
8712,16.233
8713,16.371
8714,16.415
8715,17.37
8716,16.923
8717,16.784
8718,16.391
8719,16.907
8720,16.597
8721,17.162
8722,33.717
8723,33.748
8724,30.737
8725,29.744
8726,28.393
8727,28.111
8728,13.579
8729,13.6
8730,13.649
8731,14.313
8732,14.759
8733,15.806
8734,16.049
8735,16.588
8736,17.199
8737,16.9
8738,16.002
8739,16.822
8740,16.904
8741,16.594
8742,16.258
8743,16.804
8744,16.547
8745,33.89
8746,33.288
8747,31.592
8748,29.455
8749,27.43
8750,27.7
8751,26.953
8752,13.863
8753,14.116
8754,14.431
8755,14.227
8756,15.435
8757,15.83
8758,16.378
8759,16.68
8760,17.565
